url,category,comment,hate_towards_whom,label,id
https://www.bitchute.com/video/IJ4oWccln20/,news & politics,I'm telling you what we've gone from a first lady who commands respect to a third-ranked social climber who runs around demanding respect as she demands that everyone call her doctor.,Individual,yes,88ff70c1-1ec2-4bd5-b47e-6112b3814d57
https://www.bitchute.com/video/IJ4oWccln20/,news & politics,Botox can buy beauty after all,Individual,yes,1f101f22-5563-4b70-ac85-c75c07846eea
https://www.bitchute.com/video/IJ4oWccln20/,news & politics,botox can be good for beauty,Individual,yes,cbcdd380-11c2-46eb-94c5-85f407ecead7
https://www.bitchute.com/video/IJ4oWccln20/,news & politics,botox can be good for beauty after all?,Individual,yes,51da43a8-5c6f-4c81-961f-76bea9857ad8
https://www.bitchute.com/video/IJ4oWccln20/,news & politics,- Botox can buy beauty after all.,Individual,yes,98b217ec-531f-4bd8-a5d4-e09960d0f41e
https://www.bitchute.com/video/IJ4oWccln20/,news & politics,botox can be a good thing,Individual,yes,fb62e5e7-92bc-433e-b67a-d1be57d19833
https://www.bitchute.com/video/IJ4oWccln20/,news & politics,botox can be a beauty product,Individual,yes,6ac38bc3-e7e0-467e-aaf5-dacb3fef6a75
https://www.bitchute.com/video/IJ4oWccln20/,news & politics,the botox can be a beauty product,Individual,yes,718c647e-e4ff-4ed0-b8b6-cd2443ecc7ef
https://www.bitchute.com/video/IJ4oWccln20/,news & politics,the botox can buy beauty,Individual,yes,524f0b2e-5733-47e2-9f92-e293e8e5d9aa
https://www.bitchute.com/video/IJ4oWccln20/,news & politics,"Meanwhile, the Bidens be like ""Better get my good side"", because it is very lacking",Individual,yes,9b1e170c-83b3-4092-ae73-c7e7a49b2bb1
https://www.bitchute.com/video/IJ4oWccln20/,news & politics," Meanwhile, the Bidens are like ""Better get my good side"", because it's very missing",Individual,yes,581431ed-def7-44e2-a467-7e0547257d00
https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,Not a hint of testosterone detected in this one.,Individual,yes,9581fe84-cf60-48dd-a4bd-ea8cc45f149d
https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,there's not a hint of testosterone in this,Individual,yes,7657b0bf-2d0a-46df-af44-05c0b3b4de30
https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,there's no hint of testosterone in this one,Individual,yes,e4ed452b-75f9-4187-bade-a3b1292873e5
https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,there's not a hint of testosterone in this case,Individual,yes,f032346d-1417-426e-bb8f-e5903c3634b5
https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,there was no hint of testosterone in this one,Individual,yes,c561b824-decb-4595-9c77-7c57b0b971ed
https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,there's not a hint of testosterone in this one,Individual,yes,afeb29e4-10f1-4aff-8a10-040cfb5dafd0
https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,Not a hint of testosterone detected in it.,Individual,yes,dd4c6418-5d5a-4077-b249-f7e1cffd743e
https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,not a hint of testosterone detected,Individual,yes,030eef75-926a-452b-8d51-0e6c53232f5a
https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,there was not a hint of testosterone in it,Individual,yes,0126d639-9636-4013-b912-c564b32315c5
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,mainly by women. most teachers are women now.,Community,yes,887a09c6-f8d8-4a56-9306-ec49e299b53a
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most of the teachers are now women,Community,yes,b26dddab-d8ca-43d6-9caa-654c9f7ea1c4
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most teachers are now women,Community,yes,79c97906-3ce0-404e-81c0-c123c2d3755a
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most of the teachers are women,Community,yes,cd7703ee-4ac9-415c-89c4-922f626e56e9
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most teachers are women,Community,yes,c08d1ee8-fa66-441b-9145-760683fe2835
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,the majority of teachers are women,Community,yes,fc225eaf-8027-4e55-b2c1-67b2395788c1
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most of the teachers are women now,Community,yes,7a3386d4-84d3-42c1-a42f-05ada3bcaefb
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics, Most teachers today are women.,Community,yes,3678a698-eb11-4a61-b8c6-b6e96ae10618
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most of the teachers are women nowadays,Community,yes,c821d9ef-77cc-458b-a891-2ca4d1a27b78
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most of the teachers are women today,Community,yes,4ba7a826-3be5-4adb-93a4-9ef2213fda20
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most teachers are women today,Community,yes,c3aa8893-f9b8-4435-862d-99caf479fc0b
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,today most teachers are women,Community,yes,8a8ff0b8-0dcf-47ac-9b66-f67a3589e048
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most teachers today are women,Community,yes,5fdb43c0-6163-4dbf-a4c5-0f97f80b9f14
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,Probably in the northeast or west coast.,Location,yes,97b60c9b-dc5d-42f3-8db1-72369bd4f282
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,probably in the northeast or the western coast,Location,yes,23378b32-108a-4b23-b972-b8806b22e321
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,probably on the northeast or the west coast,Location,yes,0a3eace1-eb65-426c-9d5a-58dc65f10067
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,probably in the northeast or the west coast,Location,yes,ecb850e2-4cda-454a-b52a-8d352863cd38
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,probably on the northeast or west coast,Location,yes,470e0aaf-2f8c-4b9f-8cce-1b8fc8a67a93
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,probably in the northeast or west coast,Location,yes,89307bc2-435a-44a5-a046-000ae2e6b8f7
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics, Probably in the northeast or west coast.,Location,yes,bf5fb029-e8be-47c6-8591-6f90ea2cbd13
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,"The mental hospitals were cleared out under a Bush, so half are on the streets homeless, the other half teach our children.",Community,yes,358e6a27-9a9a-4a1d-ac42-36ff22d9ab33
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,"The psychiatric hospitals have been cleaned under a Bush, so half are in the streets without shelter, the other half teaches our children.",Community,yes,7e1bdbb6-7638-4af8-bff0-2895a1c205f0
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,White children should not attend public schools. It's been bad for a long time but now it's getting incredibly dangerous.,Community,yes,ae66caeb-00fe-46b5-b6d4-251742bddd27
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't go to public schools it's been bad for a long time but now it's incredibly dangerous,Community,yes,d13fd167-fb3e-4b74-a769-3e9b6cd917da
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't attend public schools it's been bad for a long time but now it's incredibly dangerous,Community,yes,55b52e5f-213c-4a7a-b1ee-2a4342b47234
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,"White children shouldn't be attending public schools. It's been a long time since it hurts, but now it's getting incredibly dangerous.",Community,yes,46621708-677b-47ec-8df0-07a34c66f26c
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,it's been a long time since it hurt but now it's incredibly dangerous,Community,yes,c7162ace-f225-4060-8cfb-9d64bc0344ce
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,it's been a long time since it hurts but now it's incredibly dangerous,Community,yes,a349d3e8-820e-4e4a-89b1-a5a807ce2981
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,it's been a long time since it hurts but now it's becoming incredibly dangerous,Community,yes,b83e6bd4-f52c-4173-b1e7-55ec11e71797
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,it's been a long time since it hurts but now it's getting incredibly dangerous,Community,yes,2a1565f6-d475-4cb7-b6a2-9d1b1ec2ff98
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't be attending public schools it's been a long time since it hurts but now it's extremely dangerous,Community,yes,d3b55819-9608-4d3d-b5cd-3e13925e84b8
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't be attending public schools it's been a long time since it hurt but now it's incredibly dangerous,Community,yes,6209ea4b-858e-46dc-bcaa-0afdb3b98c07
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't be attending public schools it's been a long time since it hurts but now it's incredibly dangerous,Community,yes,77a35c14-d0bf-472f-ac54-636484ad8197
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't be attending public schools it's been a long time since it hurts but now it's becoming incredibly dangerous,Community,yes,4d0e65f2-2d5d-4fea-a4a7-19b30bc4eedc
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't be attending public schools it's been a long time since it hurts but now it's getting incredibly dangerous,Community,yes,3face7b7-5171-4ab5-b05a-7113c22b51a9
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,She has Brain A.I.D.S.,"Community,Individual",yes,89a286c2-68c9-4a0f-97fd-b65a982de679
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,She's got an A.D.S. brain.,"Community,Individual",yes,ada168e4-8beb-42d5-9b8f-220ad83f81ba
https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,she has a brain,"Community,Individual",yes,19c434c0-b299-4ef3-9885-2448ae68493b
https://www.bitchute.com/video/2XXGIFJmsPH7/,sports,That's a man for sure LOL!!,Individual,yes,08eddb43-af93-4a26-8ffa-3667f55a1736
https://www.bitchute.com/video/2XXGIFJmsPH7/,sports,obviously it's a man,Individual,yes,cfb7e274-fb87-4688-b5a3-841374123881
https://www.bitchute.com/video/2XXGIFJmsPH7/,sports,He's a man for sure LOL!!,Individual,yes,51385915-5ef8-4ddc-bcbd-754d409efe6d
https://www.bitchute.com/video/2XXGIFJmsPH7/,sports,Not very many women in women's tennis.,Community,yes,0d61932a-793b-4b93-b56a-207f7a753fbb
https://www.bitchute.com/video/2XXGIFJmsPH7/,sports, Few women in women's tennis.,Community,yes,55c2df07-b235-494a-8d89-e944a0c7a559
https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,Its de-popp food,Organisation,yes,d6192edd-de20-4d98-906e-52f28f056c9c
https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,- His food's de-popping.,Organisation,yes,9e877f64-8f7a-4652-8d64-07285cd5023a
https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,Dog smarter than human confirmed.,"Community,Organisation",yes,c357421b-b5a7-4df8-b8f8-d2adb221187f
https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,- More intelligent dog than the confirmed human.,"Community,Organisation",yes,00a041b2-688e-421e-8d80-370c3bd358bd
https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,"That's ONE SMART DOG,, smarter than 85% of the Population...","Community,Organisation",yes,eb2ff503-690c-4153-aa0b-8012271b6c13
https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,the dog is smarter than 85 people,"Community,Organisation",yes,25294d35-2b11-49ac-ab53-fa52fe9b8202
https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,"It's a SMART DOG, smarter than 85% of the population...","Community,Organisation",yes,bc77cc5d-4a73-4233-8e2b-d2b9476c222e
https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,"Hmm, I'm pretty fluent in Rabbit. My doggo is a little rusty but I could swear the doggy does not actually think that is food, even if he was starving.",Organisation,yes,b3df1bf5-ed41-4ce6-a378-ae5272014f01
https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,"My doggo is a little rusty but I could swear that the dog doesn't really think it's food, even if it was hungry.",Organisation,yes,01599abb-e268-4532-a64f-0be885b41f2f
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,Is that a Freemason pin on that gorillas lapel?,Individual,yes,30359ea2-9aec-44fa-bc4f-6a114cc28f14
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,is there a freemason pin on the gorilla's lapel?,Individual,yes,3bf3ff8c-eaaf-414a-a2c2-236d694f1c37
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,is that a freemason pin on the gorilla's lapel?,Individual,yes,3c13a809-9c74-4188-ab70-03a97f365296
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,Is that a freemason pin on this gorillas blade?,Individual,yes,a34c6d7d-480a-46cf-93ca-fc7cb0b79e3d
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,is there a freemason pin on this gorilla's sword?,Individual,yes,54ba9514-92a1-4798-80f9-f832ea81b2f1
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,is there a freemason pin on this gorilla's blade?,Individual,yes,5f2db84f-200f-463d-9323-c87a974f2385
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,is there a freemason pin on this gorilla blade?,Individual,yes,62248c6b-d6e6-43cb-b4d3-1a1dc018a8ed
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,"In a just world, she'd be giving her speech from a mud n straw hut.","Community,Individual",yes,c359a816-c36a-4645-84ed-1b20ebf0773a
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,"In a righteous world, she gave her speech of a hut of mud and straw.","Community,Individual",yes,6e018142-df4d-477d-bc34-8f354ee24056
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,Goes to show any creature can be elected,Individual,yes,90a65f21-8427-47cd-bce6-dd9c8e86e0eb
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,He will show any creature that she can be elected.,Individual,yes,e82bf776-ddfb-4135-9ed3-edbb9ca59bef
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,I see very little difference between this and the previous gorilla trying to read numbers.,"Community,Individual",yes,fd7a4640-f7e5-4b95-b710-fb93ab34a88e
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,i don't see much difference between this and the previous gorilla trying to read numbers,"Community,Individual",yes,4f83a415-715b-4449-abcf-638408ffc352
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,i see little difference between this and the previous gorilla trying to read numbers,"Community,Individual",yes,9458f46f-fd87-4a36-99bc-0fce50c8ba10
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,i can see very little difference between this and the previous gorilla trying to read the numbers,"Community,Individual",yes,f4f55722-01b7-43de-96b4-385b3720678f
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,i see very little difference between this and the previous gorilla trying to read numbers,"Community,Individual",yes,0a2fedb7-0d1f-4b6c-a8c8-0f0846ad8919
https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,i can see very little difference between this and the previous gorilla trying to read numbers,"Community,Individual",yes,331a9072-d0f3-49c1-819f-ce49bc1082f9
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,why doesn’t he just become a woman?,Individual,yes,5b1e5a0f-1ce6-428f-8335-75321aed265a
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,why didn't he become a woman?,Individual,yes,85db160b-113f-47a2-af1b-6f1c1318eee7
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,why can't he just become a woman?,Individual,yes,67f93332-b873-4537-9ebd-952fb4c1ccba
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,why didn't he just become a woman?,Individual,yes,50aba6f0-ef87-48c0-b928-8b7d5a634e7c
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,and why didn't he just become a woman?,Individual,yes,0dd5f429-202e-438a-96af-ab6edfbd5466
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,why doesn't he just become a woman?,Individual,yes,958361a6-24a7-467c-a9cb-5104d2fa17c4
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,but why doesn't he just become a woman?,Individual,yes,4a397531-026a-470d-b072-fe754d5e97ca
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment, Why doesn't he just become a woman?,Individual,yes,6563d7bf-d1d6-464f-8218-458a489823e6
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,Well the definition of BIGOT hasn't been updated yet so put his picture in there!,Individual,yes,42985cf0-dc50-4ca6-9b85-889c37ddacb3
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,"Well, the definition of BIGOT hasn't been updated yet, so put his picture in there!",Individual,yes,807cce67-8c50-44d6-a48a-f6d32d3163e1
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,Who shrunk his head? It's to small for those shoulders.,Individual,yes,1ead01a5-0646-4cae-a598-3de189c6cc64
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,who's shrunk his head?,Individual,yes,6efa4a39-5072-4bb2-ba26-d2ea6bd58e6b
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,who shrunk his head?,Individual,yes,28e6b590-9054-4f94-bf3b-16e556cc0f8f
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,who has shrunk his head?,Individual,yes,b33387fa-4b9a-4e9a-95b6-55119df2085f
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,is it too small for those shoulders?,Individual,yes,be767b3b-902d-49b5-a139-5968f0bad379
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,the head is too small for the shoulders,Individual,yes,3b1a6fb4-9c8f-4279-9e2a-5d218e47ac8b
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,the head is too small for these shoulders,Individual,yes,2c03e78f-177b-4850-b4e0-014b05b994a7
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,the head is too small for those shoulders,Individual,yes,13bd8948-a652-433b-9187-83e63fb07ac3
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment, Who has narrowed his head? It is gradually for these shoulders.,Individual,yes,a046f161-849c-47c7-938e-4a7c1a8a2f73
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,who narrows his head?,Individual,yes,0057d027-598a-4cd6-875f-8c57b8d23649
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,who narrowed his head?,Individual,yes,0ac2a238-a44f-4736-8da0-88d20312d92d
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,who has narrowed his head?,Individual,yes,c92be2b6-d541-4c9e-aa55-7a5bf0d4134f
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,Strange things happen in California,"Community,Location",yes,555e1caf-0da6-4c78-8e50-c23ebdd08e32
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,strange things occur in california,"Community,Location",yes,461e3946-4c7d-4ee4-8417-4a675f204c57
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,strange things happen in california -,"Community,Location",yes,1859fd5d-dd1c-4d99-a2c3-2a1df40d307b
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,strange things happen in california,"Community,Location",yes,2dac582d-0fe3-477d-a02e-63cdfe89e4ea
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,♪ Strange things happen in California ♪,"Community,Location",yes,1764101e-790d-4e35-bd98-560a0f588278
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,strange things happen in california ,"Community,Location",yes,a0e7e862-208e-4aad-986e-ef3bccf19a17
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,You would know.,Individual,yes,f5e4e278-44a8-4c95-8306-97e01c77ee68
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,you'd be aware,Individual,yes,7fbb57a7-9dc3-4bbd-b630-a63e67251237
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,You'd know that.,Individual,yes,1186e740-1f80-4756-bab3-fd9f9f6d5b6e
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,you'd know,Individual,yes,ec340c40-5a84-4af0-9fa5-34434911d77d
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,you'd know it,Individual,yes,71bc2173-4f3f-4b1c-81a6-97dfe1cc4a40
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,you would know that,Individual,yes,f4a7a8e0-2685-4e63-ad75-a2ad7b4d0593
https://www.bitchute.com/video/sTb0qLlIhMPM/,entertainment,you'd know that,Individual,yes,cb6b300e-6881-4ddd-b859-d695e803e7df
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,Does anyone remember bin ladens real name since he was a CIA operative?,Organisation,yes,0a8f81cc-ae44-4855-a5a2-104528a47b27
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,what is bin ladens real name?,Organisation,yes,ebeb7ddd-3f4c-4571-892b-c996a5dfc235
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,does anyone remember bin laden's real name?,Organisation,yes,d5562174-181d-4a1f-bc4e-5a0bf6efef8b
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,does anyone remember bin ladens real name?,Organisation,yes,3a3d9b06-a384-463d-a517-dd77c2fb0624
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics, Does anyone remember Ben Ladens since he was a CIA agent?,Organisation,yes,b4aa212a-4522-4644-9362-7258a4179ac0
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,does anyone remember ben laden?,Organisation,yes,3750815a-1e77-4b8e-b92c-88798bffb8bf
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,do you remember ben laden as a cia agent?,Organisation,yes,806951fa-96cb-42a4-9ab6-bd0194d8a773
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,does anyone remember ben laden as cia agent?,Organisation,yes,b28bb762-28e7-453a-9908-8ae12168de8c
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,does anyone remember ben laden as a cia agent?,Organisation,yes,dfe747f2-ba52-4230-8fc6-bef90373c955
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,The reason was to install an IMF central bank just like all the other wars in the mid east and Sudan.,Organisation,yes,98de1cfb-67ff-4204-af0c-82e808e46c34
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,just like all wars in the mid east and sudan the reason was to install an imf central bank ,Organisation,yes,33b8474b-6fdd-482f-8f8e-97c50dd048fe
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,just like all other wars in the mid east and sudan the reason was to install an imf central bank,Organisation,yes,65fae321-f05e-46d4-9b60-6fe2ff5374d6
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,just like all wars in the mid east and sudan the reason was to install an imf central bank,Organisation,yes,2cfedd24-b0b0-49aa-b38a-601eab6db984
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,just like all wars in the mid east and sudan the reason was to create an imf central bank,Organisation,yes,e9cd75a5-529d-4dcf-8a50-9280077bfe93
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,just like all other wars in the mid east and sudan there was an imf central bank,Organisation,yes,0dadfc40-cf7f-4964-8134-402386f2d429
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,the reason was to install an imf central bank just like all other wars in the mid east and in sudan,Organisation,yes,2492f235-3b84-4799-b5fa-0acc601f7f23
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,the reason was to install an imf central bank like all the other wars in the mid east and sudan,Organisation,yes,bab2ec09-e4f9-41bc-a48e-a14cade61588
https://www.bitchute.com/video/CBfFtJ04hk77/,news & politics,the reason was to install an imf central bank just like all other wars in the mid east and sudan,Organisation,yes,880d5893-95b1-49d2-a497-10213e18c298
