url,category,comment,label,target
https://www.youtube.com/watch?v=XvF-v5LaSSo,fashion & beauty,"I bet you're a Libra, huh?? Lol as a libra myself i, getting mad libra vibes off you lol",no,None
https://www.youtube.com/watch?v=XvF-v5LaSSo,fashion & beauty,i bet you're libra huh?,no,None
https://www.youtube.com/watch?v=XvF-v5LaSSo,fashion & beauty,i bet you're a libra huh?,no,None
https://www.youtube.com/watch?v=XvF-v5LaSSo,fashion & beauty,i bet you're a libra right?,no,None
https://www.youtube.com/watch?v=T906mp5kYfM,entertainment,Please help,no,None
https://www.youtube.com/watch?v=T906mp5kYfM,entertainment,help me,no,None
https://www.youtube.com/watch?v=T906mp5kYfM,entertainment,please help us,no,None
https://www.youtube.com/watch?v=T906mp5kYfM,entertainment,please help me,no,None
https://www.youtube.com/watch?v=T906mp5kYfM,entertainment,please help,no,None
https://www.youtube.com/watch?v=bs4U4_c-5A4,fashion & beauty,Does it work also for overweight people?,no,None
https://www.youtube.com/watch?v=bs4U4_c-5A4,fashion & beauty,what about overweight people?,no,None
https://www.youtube.com/watch?v=bs4U4_c-5A4,fashion & beauty,does it work for obese people?,no,None
https://www.youtube.com/watch?v=bs4U4_c-5A4,fashion & beauty,does it work for overweight people too?,no,None
https://www.youtube.com/watch?v=bs4U4_c-5A4,fashion & beauty,does this work for overweight people?,no,None
https://www.youtube.com/watch?v=bs4U4_c-5A4,fashion & beauty,does it work on overweight people?,no,None
https://www.youtube.com/watch?v=bs4U4_c-5A4,fashion & beauty,does it work for overweight people?,no,None
https://www.youtube.com/watch?v=hWHG4m16rCM,fashion & beauty,does this method leave indention marks in your hair from the bobby pins?,no,None
https://www.youtube.com/watch?v=hWHG4m16rCM,fashion & beauty,does this method leave indention marks on your hair?,no,None
https://www.youtube.com/watch?v=hWHG4m16rCM,fashion & beauty,does this method leave indention marks in your hair?,no,None
https://www.youtube.com/watch?v=hWHG4m16rCM,fashion & beauty,why does this method leave indention marks on your hair?,no,None
https://www.youtube.com/watch?v=hWHG4m16rCM,fashion & beauty,why does this method leave indention marks on your hair from the pins?,no,None
https://www.youtube.com/watch?v=hWHG4m16rCM,fashion & beauty,does this method leave indention marks on your hair from bobby pins?,no,None
https://www.youtube.com/watch?v=hWHG4m16rCM,fashion & beauty,does this method leave indention marks on the hair from the bobby pins?,no,None
https://www.youtube.com/watch?v=hWHG4m16rCM,fashion & beauty,why does this method leave indention marks in your hair from the pins?,no,None
https://www.youtube.com/watch?v=hWHG4m16rCM,fashion & beauty,does this method leave indention marks in your hair from bobby pins?,no,None
https://www.youtube.com/watch?v=hWHG4m16rCM,fashion & beauty,does this method leave indention marks on your hair from the bobby pins?,no,None
https://www.youtube.com/watch?v=AFC5RaH4xMg,sports,great video,no,None
https://www.youtube.com/watch?v=AFC5RaH4xMg,sports,a good video,no,None
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,"Ask Arnold Schwarzenegger about health issues.He took so much steriods and anabolics ,he is truly an expert when it comes to pharmacy products.",yes,Individual
https://www.youtube.com/watch?v=tF4JsEhT_GA,entertainment,The video quality is great guys! Just squint and it'll look fine!,yes,Individual
https://www.youtube.com/watch?v=tF4JsEhT_GA,entertainment,just squint and it will look good,yes,Individual
https://www.youtube.com/watch?v=tF4JsEhT_GA,entertainment,just squint and it'll look fine guys,yes,Individual
https://www.youtube.com/watch?v=tF4JsEhT_GA,entertainment,just squint and it'll look good,yes,Individual
https://www.youtube.com/watch?v=tF4JsEhT_GA,entertainment,just squint and it will look fine,yes,Individual
https://www.youtube.com/watch?v=tF4JsEhT_GA,entertainment,just squint and it'll look fine,yes,Individual
https://www.youtube.com/watch?v=plTvQ1g59yM,entertainment,I want a shout out pl 😭😭,no,None
https://www.youtube.com/watch?v=plTvQ1g59yM,entertainment,all right pl i want to shout,no,None
https://www.youtube.com/watch?v=plTvQ1g59yM,entertainment,all right pl i want to shout out,no,None
https://www.youtube.com/watch?v=plTvQ1g59yM,entertainment,6:31 jimmy's reaction was hilarious 😂,no,None
https://www.youtube.com/watch?v=plTvQ1g59yM,entertainment,631 jimmy's reaction was funny,no,None
https://www.youtube.com/watch?v=plTvQ1g59yM,entertainment,jimmy's reaction was hilarious,no,None
https://www.youtube.com/watch?v=plTvQ1g59yM,entertainment,6-31 jim's reaction was hilarious,no,None
https://www.youtube.com/watch?v=plTvQ1g59yM,entertainment,6-31 jimmy's reaction was hilarious,no,None
https://www.youtube.com/watch?v=plTvQ1g59yM,entertainment,631 jimmy's reaction was hilarious,no,None
https://www.youtube.com/watch?v=tcPowNXzSTg,sports,Rip Flintoff 😂,yes,Individual
https://www.youtube.com/watch?v=tcPowNXzSTg,sports,rip flintoff,yes,Individual
https://www.youtube.com/watch?v=tcPowNXzSTg,sports,rip flintoff,yes,Individual
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,When man truly becomes united and religions become 1,no,None
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,when man is truly united and religions become one,no,None
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,when man truly becomes united and religions become one,no,None
https://www.youtube.com/watch?v=gjOUYqPIzoU,news & politics,"Perfect punishment. Not only the execution, but also the last 2 months of extreme mental torture is no less than any severe punishment.",yes,Individual
https://www.youtube.com/watch?v=XjtP0BYOA6s,entertainment,i say i love you to my dad at least once a dah.,no,None
https://www.youtube.com/watch?v=XjtP0BYOA6s,entertainment,i love you,no,None
https://www.youtube.com/watch?v=XjtP0BYOA6s,entertainment,i love you at least once,no,None
https://www.youtube.com/watch?v=XjtP0BYOA6s,entertainment,it's like i love you at least once,no,None
https://www.youtube.com/watch?v=b4OH3vBANa4,sports,Msd ❤️miss him lot!!!,no,None
https://www.youtube.com/watch?v=b4OH3vBANa4,sports,msd misses him very much,no,None
https://www.youtube.com/watch?v=b4OH3vBANa4,sports,msd misses him so much,no,None
https://www.youtube.com/watch?v=b4OH3vBANa4,sports,msd misses him,no,None
https://www.youtube.com/watch?v=3f5xOCowKc0,health,Why do they cut our gums with the tool and say “oh it’s bc u didn’t floss well”,yes,Community
https://www.youtube.com/watch?v=3f5xOCowKc0,health,tell me the reason why they cut our gums with the tool?,yes,Community
https://www.youtube.com/watch?v=3f5xOCowKc0,health,why do they cut our gums with the tool?,yes,Community
https://www.youtube.com/watch?v=1V9kVVdBDeA,news & politics,Why this Teju barking nonsense,yes,Individual
https://www.youtube.com/watch?v=1V9kVVdBDeA,news & politics,why does teju bark nonsense?,yes,Individual
https://www.youtube.com/watch?v=1V9kVVdBDeA,news & politics,why is teju barking nonsense?,yes,Individual
https://www.youtube.com/watch?v=1V9kVVdBDeA,news & politics,why is this teju barking nonsense?,yes,Individual
https://www.youtube.com/watch?v=F57TihtZT_Q,news & politics,All pakistani and their agents seems very happy with kejriwal.,yes,"Community,Individual"
https://www.youtube.com/watch?v=F57TihtZT_Q,news & politics,all pakistanis and their agents seem very happy with kejriwal,yes,"Community,Individual"
https://www.youtube.com/watch?v=plTvQ1g59yM,entertainment,Go team trees,no,None
https://www.youtube.com/watch?v=t1RzOeVtroY,sports,Kevin Holland just because of who he did it to and how he did jacare Buckley was amazing but he did it on impa if he would had done it to a guy like jacare then yeah ko of the decade but he did it to impa so IMO Kevin Holland ko of the year,no,None
https://www.youtube.com/watch?v=Y6e_m9iq-4Q,health,"I remembered seeing 5,000 floaters Is that normal-",no,None
https://www.youtube.com/watch?v=Y6e_m9iq-4Q,health,i thought i'd seen 5000 floaters,no,None
https://www.youtube.com/watch?v=Y6e_m9iq-4Q,health,i recalled seeing 5000 floaters,no,None
https://www.youtube.com/watch?v=Y6e_m9iq-4Q,health,i remember seeing 5000 floaters,no,None
https://www.youtube.com/watch?v=Y6e_m9iq-4Q,health,i remember seeing 5000 floaters is that normal?,no,None
https://www.youtube.com/watch?v=Y6e_m9iq-4Q,health,i remembered seeing 5000 floaters is that normal?,no,None
https://www.youtube.com/watch?v=1hEECLG_ZWA,entertainment,I would love to see Katie and Amy in an episode where it's their averaged scores against everyone else's 🤣🤣🤣,no,None
https://www.youtube.com/watch?v=1hEECLG_ZWA,entertainment,i'd like to see katie and amy in an episode where it's their averaged scores against everyone else's,no,None
https://www.youtube.com/watch?v=1hEECLG_ZWA,entertainment,i'd love to see katie and amy in an episode where it's their averaged scores against everyone else's,no,None
https://www.youtube.com/watch?v=1hEECLG_ZWA,entertainment,would love to see katie and amy in an episode where it's their averaged scores against everyone else's,no,None
https://www.youtube.com/watch?v=1hEECLG_ZWA,entertainment,would love to see katie and amy in an episode where it's their averaged scores against everyone else's -,no,None
https://www.youtube.com/watch?v=1hEECLG_ZWA,entertainment,i would love to see katie and amy in an episode where it's their averaged scores against everyone else's,no,None
https://www.youtube.com/watch?v=OO0PwmkJezA,sports,"Poor Dhobians, they are struggling to cover his faults like anything.",yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,he must of gotten fired from the call center.,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,he must have been fired,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,he should have been fired from the call center,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,he must have been fired from the call centre,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,he must be fired from the call center,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,he must have gotten fired from the call center too,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,he must have been fired from the call center,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,he must have gotten fired from the call centre,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,he must have gotten fired from the call center,yes,Community
https://www.youtube.com/watch?v=-NbmqaeHVIA&ab_channel=Sadhguru,religion,black.,yes,Individual
https://www.youtube.com/watch?v=-NbmqaeHVIA&ab_channel=Sadhguru,religion,it's black,yes,Individual
https://www.youtube.com/watch?v=-NbmqaeHVIA&ab_channel=Sadhguru,religion,he was black,yes,Individual
https://www.youtube.com/watch?v=-NbmqaeHVIA&ab_channel=Sadhguru,religion,he's black,yes,Individual
https://www.youtube.com/watch?v=dJ4ZS4GSX5I,news & politics,This makes me appreciate my life I’m so ungrateful,no,None
https://www.youtube.com/watch?v=dJ4ZS4GSX5I,news & politics,i appreciate my life,no,None
https://www.youtube.com/watch?v=dJ4ZS4GSX5I,news & politics,this makes me appreciate my life,no,None
https://www.youtube.com/watch?v=dJ4ZS4GSX5I,news & politics,and this makes me appreciate my life,no,None
https://www.youtube.com/watch?v=iUgOz5emQ94,cuisine,my mom taught me how to cook it at age seven. what's the point of life when you can't even cook yourself a simple rice,yes,Individual
https://www.youtube.com/watch?v=iUgOz5emQ94,cuisine,mother taught me to cook at age seven,yes,Individual
https://www.youtube.com/watch?v=iUgOz5emQ94,cuisine,my mom taught me to cook at age seven,yes,Individual
https://www.youtube.com/watch?v=iUgOz5emQ94,cuisine,my mom taught me to cook at the age of seven,yes,Individual
https://www.youtube.com/watch?v=iUgOz5emQ94,cuisine,my mom taught me how to cook at age seven,yes,Individual
https://www.youtube.com/watch?v=iUgOz5emQ94,cuisine,my mom taught me how to cook at the age of seven,yes,Individual
https://www.youtube.com/watch?v=iUgOz5emQ94,cuisine,what's the point of life when you can't cook yourself a simple rice dish?,yes,Individual
https://www.youtube.com/watch?v=iUgOz5emQ94,cuisine,what's the point of life when you can't cook yourself a simple rice meal?,yes,Individual
https://www.youtube.com/watch?v=iUgOz5emQ94,cuisine,what's the point of life when you can't even cook yourself rice?,yes,Individual
https://www.youtube.com/watch?v=iUgOz5emQ94,cuisine,what's the point of life when you can't cook yourself a simple rice?,yes,Individual
https://www.youtube.com/watch?v=iUgOz5emQ94,cuisine,what's the point of life when you can't even cook yourself a simple rice?,yes,Individual
https://www.bitchute.com/video/PbQ2FwGZFYOm/,news & politics,Hitler and Stalin and the Devil are so proud of these politicians.,yes,Individual
https://www.bitchute.com/video/PbQ2FwGZFYOm/,news & politics,hitler and stalin are so proud of these politicians,yes,Individual
https://www.bitchute.com/video/PbQ2FwGZFYOm/,news & politics,hitler stalin and the devil are so proud of these politicians,yes,Individual
https://www.youtube.com/watch?v=3H6jio-1dFY&ab_channel=MasterChefWorld,cuisine,I had to click on this just because the guy on the thumbnail preview looked exactly like Gordon Ramsay.,yes,Individual
https://www.youtube.com/watch?v=3H6jio-1dFY&ab_channel=MasterChefWorld,cuisine,why did i have to click on it because the guy in the thumbnail preview looked exactly like gordon ramsay?,yes,Individual
https://www.youtube.com/watch?v=3H6jio-1dFY&ab_channel=MasterChefWorld,cuisine,why did i have to click on it because the guy on the thumbnail preview looked exactly like gordon ramsay?,yes,Individual
https://www.youtube.com/watch?v=3H6jio-1dFY&ab_channel=MasterChefWorld,cuisine,why did i have to click on this because the guy in the thumbnail preview looked exactly like gordon ramsay?,yes,Individual
https://www.youtube.com/watch?v=3H6jio-1dFY&ab_channel=MasterChefWorld,cuisine,why did i have to click on this because the guy on the thumbnail preview looked exactly like gordon ramsay,yes,Individual
https://www.youtube.com/watch?v=3H6jio-1dFY&ab_channel=MasterChefWorld,cuisine,i had to click on this because the guy on the thumbnail preview looked exactly like gordon ramsay,yes,Individual
https://www.youtube.com/watch?v=3H6jio-1dFY&ab_channel=MasterChefWorld,cuisine,why did i have to click on this because the guy on the thumbnail preview looked exactly like gordon ramsay?,yes,Individual
https://www.youtube.com/watch?v=3H6jio-1dFY&ab_channel=MasterChefWorld,cuisine,i had to click on it just because the guy in the thumbnail preview looked exactly like gordon ramsay,yes,Individual
https://www.youtube.com/watch?v=3H6jio-1dFY&ab_channel=MasterChefWorld,cuisine,i had to click on it just because the guy on the thumbnail preview looked exactly like gordon ramsay,yes,Individual
https://www.youtube.com/watch?v=3H6jio-1dFY&ab_channel=MasterChefWorld,cuisine,i had to click on this just because the guy in the thumbnail preview looked exactly like gordon ramsay,yes,Individual
https://www.youtube.com/watch?v=3H6jio-1dFY&ab_channel=MasterChefWorld,cuisine,i had to click on this just because the guy on the thumbnail preview looked exactly like gordon ramsay,yes,Individual
https://www.youtube.com/watch?v=3JnzwrcsbJw,fashion & beauty,IM EARLY,no,None
https://www.youtube.com/watch?v=3JnzwrcsbJw,fashion & beauty,before i go,no,None
https://www.youtube.com/watch?v=3JnzwrcsbJw,fashion & beauty,before i start,no,None
https://www.youtube.com/watch?v=3JnzwrcsbJw,fashion & beauty,i'm early,no,None
https://www.youtube.com/watch?v=1Tm8ol7JJ4Y,cuisine,Joe Act Like A Lil Female,yes,"Community,Individual"
https://www.youtube.com/watch?v=1Tm8ol7JJ4Y,cuisine,joe acts like a lil female,yes,"Community,Individual"
https://www.youtube.com/watch?v=rRg_38cUWzI,news & politics,The nation is tired of goswami,yes,Individual
https://www.youtube.com/watch?v=rRg_38cUWzI,news & politics,we are tired of goswami,yes,Individual
https://www.youtube.com/watch?v=rRg_38cUWzI,news & politics,we are tired of goswami -,yes,Individual
https://www.youtube.com/watch?v=rRg_38cUWzI,news & politics,the nation is tired of goswami,yes,Individual
https://www.youtube.com/watch?v=wsaVP63SHQI,news & politics,"But Muslims are not Indians , they are Pakistanis",yes,Community
https://www.youtube.com/watch?v=F05fvnuF6iw,fitness,Marry me! 😍,no,None
https://www.youtube.com/watch?v=F05fvnuF6iw,fitness,marry me,no,None
https://www.youtube.com/watch?v=F05fvnuF6iw,fitness,you should marry me,no,None
https://www.youtube.com/watch?v=F05fvnuF6iw,fitness,you can marry me,no,None
https://www.youtube.com/watch?v=F05fvnuF6iw,fitness,please marry me,no,None
https://www.youtube.com/watch?v=AFC5RaH4xMg,sports,1:23 WHO IS THIS,no,None
https://www.youtube.com/watch?v=WBXInm7fF_w,entertainment,Music back then: guys this is so experimental so cool. Music now: wow nice a**,yes,Community
https://www.youtube.com/watch?v=v3abZ4aAGUU,news & politics,I think Trump should run CNN and let the country run by grown ups and smart people,yes,Individual
https://www.youtube.com/watch?v=v3abZ4aAGUU,news & politics,i think trump should run cnn and let the country run by smart people and grown ups,yes,Individual
https://www.youtube.com/watch?v=v3abZ4aAGUU,news & politics,i think donald trump should run cnn and let the country run by grown ups and smart people instead,yes,Individual
https://www.youtube.com/watch?v=v3abZ4aAGUU,news & politics,i think trump should run cnn and let the country run by grown-ups and smart people,yes,Individual
https://www.youtube.com/watch?v=v3abZ4aAGUU,news & politics,i think trump should run cnn and let the country run by grown ups and smart people,yes,Individual
https://www.youtube.com/watch?v=yvFuxVJq9ak&ab_channel=GlobalNews,news & politics,Democrats have wanted war with Russia for over a decade. We need to get the democrats out of power or we are all doomed.,yes,Community
https://www.youtube.com/watch?v=yvFuxVJq9ak&ab_channel=GlobalNews,news & politics,we need to get the democrats out of power or we're all doomed to war with russia,yes,Community
https://www.youtube.com/watch?v=yvFuxVJq9ak&ab_channel=GlobalNews,news & politics,we need to get the democrats out of power or we're all going to die,yes,Community
https://www.youtube.com/watch?v=yvFuxVJq9ak&ab_channel=GlobalNews,news & politics,we need to get the democrats out of power or we're all doomed to war,yes,Community
https://www.youtube.com/watch?v=yvFuxVJq9ak&ab_channel=GlobalNews,news & politics,we must get the democrats out of power or we're all doomed,yes,Community
https://www.youtube.com/watch?v=yvFuxVJq9ak&ab_channel=GlobalNews,news & politics,we need to get the democrats out of power or we're all doomed,yes,Community
https://www.youtube.com/watch?v=yvFuxVJq9ak&ab_channel=GlobalNews,news & politics,we need to get the democrats out of power or we are all doomed,yes,Community
https://www.youtube.com/watch?v=yvFuxVJq9ak&ab_channel=GlobalNews,news & politics,democrats want war with russia for over a decade we need to get the democrats out of power or we will all die,yes,Community
https://www.youtube.com/watch?v=yvFuxVJq9ak&ab_channel=GlobalNews,news & politics,democrats want war with russia for over a decade we need to get the democrats out of power or we are all doomed,yes,Community
https://www.youtube.com/watch?v=vAgwK2gVb6I,news & politics,I'm from Jammu and getting 4G signals,no,None
https://www.youtube.com/watch?v=0FCLWh78QI0,news & politics,Remarkable family!!!,no,None
https://www.youtube.com/watch?v=0FCLWh78QI0,news & politics,the family is remarkable,no,None
https://www.youtube.com/watch?v=LDQ0w_f5P2s,religion,"The Gospel of Thomas was taken out because it tells a different take of Jesus. Different then what the one the Church has painted of him. Because when they took it out, they also edited the Bible, edited it just enough to make us believe it is something different and Jesus was something else.",no,None
https://www.youtube.com/watch?v=glR4fKs7WSU,fashion & beauty,"clean out all the Artists, before they torment humanity",yes,Community
https://www.youtube.com/watch?v=glR4fKs7WSU,fashion & beauty,get rid of all the artists before they torture the human race,yes,Community
https://www.youtube.com/watch?v=glR4fKs7WSU,fashion & beauty,clean up all the artists before they torture the human race,yes,Community
https://www.youtube.com/watch?v=glR4fKs7WSU,fashion & beauty,get rid of all the artists before they torture humanity,yes,Community
https://www.youtube.com/watch?v=glR4fKs7WSU,fashion & beauty,clean up all the artists before they torture humanity,yes,Community
https://www.youtube.com/watch?v=glR4fKs7WSU,fashion & beauty,clean out all the artists before they torture humanity,yes,Community
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,"The Pope is serious about this issue, few years ago he prayed and blessed an electric Formula 1 car.",no,None
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,a few years ago the pope prayed and blessed an electric formula 1 car the pope is serious about this issue,no,None
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,a few years ago he prayed and blessed an electric formula 1 car the pope is serious about this issue,no,None
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,a few years ago the pope prayed and blessed an electric formula one car,no,None
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,several years ago the pope prayed and blessed an electric formula 1 car '',no,None
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,a few years ago pope francis prayed and blessed an electric formula 1 car,no,None
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,a few years ago the pope prayed and blessed an electric formula 1 car,no,None
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,several years ago the pope prayed and blessed an electric formula 1 car,no,None
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,a few years ago he prayed and blessed an electric formula 1 car,no,None
https://www.youtube.com/watch?v=MgEMapBF09U,news & politics,the pope is serious about this issue several years ago he prayed and blessed an electric formula 1 car,no,None
https://www.youtube.com/watch?v=VmAPHQ3oLts&ab_channel=JamieOliver,cuisine,Blend af no seasoning what so ever,yes,Individual
https://www.youtube.com/watch?v=7qIZ8mz9gXI,religion,"Assalamu Alaykum brothers and sisters. We are teaching Arabic, so feel free to join us if you are interested ! May Allah SWT bless you with success and Barakah !",no,None
https://www.youtube.com/watch?v=AFC5RaH4xMg,sports,Anyone just randomly clicked “Most Popular”?,no,None
https://www.youtube.com/watch?v=PCVXj4g10j8,sports,Imagine how empty your head must be that you do this :D so sad to hear about these things.,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,I believe the correct term is Curry Man.,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,i think the correct word is curry man,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,i think the correct term is curry man,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,what i think is the correct term is curry man,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,i believe the correct word is curry man,yes,Community
https://www.bitchute.com/video/RuXeUE36hZJH/,entertainment,i believe the correct term is curry man,yes,Community
https://www.youtube.com/watch?v=5am31AGL6E0,sports,Man that girl is so hot probably need to sell my house but would make her mine,yes,Individual
https://www.youtube.com/watch?v=5c3wWNsmLA0,news & politics,She doesn’t want an answer. She wants to make Trump look bad. This is shorty journalism. She is the real face of today's journalist,yes,Individual
https://www.youtube.com/watch?v=oNm2B1xTT78,news & politics,Pakistani PM is just another normal citizen for Putin.,yes,Individual
https://www.youtube.com/watch?v=guNR0Lw0HP0,news & politics,Once the boomers are gone then we’ll be fine,yes,Community
https://www.youtube.com/watch?v=guNR0Lw0HP0,news & politics,all right if the boomers are gone,yes,Community
https://www.youtube.com/watch?v=guNR0Lw0HP0,news & politics,all right once the boomers are gone,yes,Community
https://www.youtube.com/watch?v=guNR0Lw0HP0,news & politics,once the boomers are gone then well be fine,yes,Community
https://www.bitchute.com/video/IJ4oWccln20/,news & politics,"Meanwhile, the Bidens be like ""Better get my good side"", because it is very lacking",yes,Individual
https://www.youtube.com/watch?v=lhUnZtZbIpk,fashion & beauty,I love how they make all the girls look the same.,no,None
https://www.youtube.com/watch?v=lhUnZtZbIpk,fashion & beauty,i love how they make all of the girls look like the same person,no,None
https://www.youtube.com/watch?v=lhUnZtZbIpk,fashion & beauty,i love how they make all of the girls look like one another,no,None
https://www.youtube.com/watch?v=lhUnZtZbIpk,fashion & beauty,i love how they make everyone look the same,no,None
https://www.youtube.com/watch?v=lhUnZtZbIpk,fashion & beauty,i love how they make all of the girls look like,no,None
https://www.youtube.com/watch?v=lhUnZtZbIpk,fashion & beauty,i love how they make all of the girls look like one,no,None
https://www.youtube.com/watch?v=lhUnZtZbIpk,fashion & beauty,i love how they make all of the girls look like the same,no,None
https://www.youtube.com/watch?v=lhUnZtZbIpk,fashion & beauty,i love how they make all girls look the same,no,None
https://www.youtube.com/watch?v=lhUnZtZbIpk,fashion & beauty,i love how they make the girls look the same,no,None
https://www.youtube.com/watch?v=lhUnZtZbIpk,fashion & beauty,i love how they make all of the girls look the same,no,None
https://www.youtube.com/watch?v=lhUnZtZbIpk,fashion & beauty,i love how they make all the girls look the same,no,None
https://www.youtube.com/watch?v=IzFObkVRSV0,health,The brain handing a paper bag to the heart to help overcoming hyperventilation is pure gold,no,None
https://www.youtube.com/watch?v=WCSgu6mD1rM,sports,"Shreeshant is so childish, how can someone react like this on television",yes,Individual
https://www.youtube.com/watch?v=WCSgu6mD1rM,sports,she is so childish how can someone react like this on tv?,yes,Individual
https://www.youtube.com/watch?v=WCSgu6mD1rM,sports,she is so childish how can someone react like this on television?,yes,Individual
https://www.bitchute.com/video/5i4ILkBluG9t/,news & politics,"We've seen ""Black Face Trudeau""... How long until we get ""Dead Face Trudeau""?",yes,Individual
https://www.bitchute.com/video/5i4ILkBluG9t/,news & politics,if we've seen the black face trudeau how long will it take to see the dead face trudeau?,yes,Individual
https://www.bitchute.com/video/5i4ILkBluG9t/,news & politics,if we've seen the black face trudeau how long will it take to get the dead face trudeau?,yes,Individual
https://www.youtube.com/watch?v=Y6e_m9iq-4Q,health,"Okay, i can finally say my eyes are okay! I cried and prayed so hard when I experienced it for the first time. Plus your Mom who keep on saying that I ruined my eyes by abusing it; like watching TV first before taking a bath and I'm gonna go blind if I keep doing it. Haha! Can wait to share/send this to my Mom!!!",no,None
https://www.youtube.com/watch?v=vxLCWnqvD5s,news & politics,The Olympics are still a thing people care about?,yes,Community
https://www.youtube.com/watch?v=vxLCWnqvD5s,news & politics,why do people care about the olympics?,yes,Community
https://www.youtube.com/watch?v=vxLCWnqvD5s,news & politics,why do people still care about the olympics?,yes,Community
https://www.youtube.com/watch?v=vxLCWnqvD5s,news & politics,is the olympics still a thing?,yes,Community
