url	comment	scores	type
https://www.youtube.com/watch?v=MgEMapBF09U	Well now that the Pope said it. Surely a sacrifice can be made to fix all this or turn someone into a martyr maybe?	[0.23987174034118652, 0.6721299290657043, 0.08799831569194794]	NEWS & POLITICS
https://www.youtube.com/watch?v=MgEMapBF09U	We are living in the book of revelations	[0.05687841400504112, 0.756575882434845, 0.18654575943946838]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	Covid on those traveling sea ships for tourists. Workers gotcovid still out there. Wonder if workers got😠they shots???	[0.2986539900302887, 0.6456044316291809, 0.0557415671646595]	NEWS & POLITICS
https://www.youtube.com/watch?v=zpBD7QGR_xU	Just you wait for the next variant, and the other....	[0.10131505131721497, 0.8119833469390869, 0.08670160174369812]	NEWS & POLITICS
https://www.youtube.com/watch?v=zpBD7QGR_xU	There is no vote when it's a done deal and no opposition are present	[0.28269311785697937, 0.6673184633255005, 0.049988459795713425]	NEWS & POLITICS
https://www.youtube.com/watch?v=ZSBFXuPylHg	U will be amazed to know the prices of each syringe...that is Rs. 15 or say 20 cents (0.20 dollar)	[0.08758468180894852, 0.6778787970542908, 0.23453658819198608]	NEWS & POLITICS
https://www.youtube.com/watch?v=ZSBFXuPylHg	India is the World Pharmacy Indeed	[0.06799674779176712, 0.7978681921958923, 0.13413496315479279]	NEWS & POLITICS
https://www.youtube.com/watch?v=ZSBFXuPylHg	Corona:- Made in China Vaccines:- Made in India	[0.1196993961930275, 0.8149568438529968, 0.06534367799758911]	NEWS & POLITICS
https://www.youtube.com/watch?v=pG7mHUnW06Q	2:03 does anyone know this clip came from?(the guy next to the boat)	[0.0661269947886467, 0.9006606340408325, 0.03321237117052078]	NEWS & POLITICS
https://www.youtube.com/watch?v=pG7mHUnW06Q	and people say creation started from a explosion	[0.31661176681518555, 0.6334032416343689, 0.04998493194580078]	NEWS & POLITICS
https://www.youtube.com/watch?v=pG7mHUnW06Q	Speed of sound is much faster in the ground than in air, which is why the ground shook before the air shockwave hit	[0.14617714285850525, 0.7122577428817749, 0.14156502485275269]	NEWS & POLITICS
https://www.youtube.com/watch?v=pG7mHUnW06Q	Allah almighties angles protect the babies	[0.2425730973482132, 0.7117096185684204, 0.045717332512140274]	NEWS & POLITICS
https://www.youtube.com/watch?v=eQphVD37Jf8	And same people will ask how China was able to contain virus.	[0.4208351671695709, 0.5506495237350464, 0.028515370562672615]	NEWS & POLITICS
https://www.youtube.com/watch?v=9ft01FotXFs	Can we apply perfume while fasting??	[0.13812753558158875, 0.8104965090751648, 0.05137592926621437]	RELIGION
https://www.youtube.com/watch?v=PxKAhMltibk	Who is the reciter at the end??	[0.070746511220932, 0.8913082480430603, 0.03794516623020172]	RELIGION
https://www.youtube.com/watch?v=GKwmbdPgl8c	i've been going through some tough times and this video made me change 360 degrees, I now pray all five prayers and ive recently started fasting ramadan,all that at the age of 13	[0.07207867503166199, 0.6555737257003784, 0.27234771847724915]	RELIGION
https://www.youtube.com/watch?v=79ogy1YNXtc	"As a Christian, I agree with you greatly. I have alot of friends that's atheist and I try to teach them about god or what you call Allah. They just keep saying if god or Allah made everything then what made them? Then I just say ""He has been there forever""."	[0.1699635535478592, 0.6764504313468933, 0.15358608961105347]	RELIGION
https://www.youtube.com/watch?v=79ogy1YNXtc	The day i completed my hifz alhamdulillah, i saw a different kinda noor on my, my ustad and my parents face. Trust me, i never saw it again... Subhan allah	[0.14763471484184265, 0.5551987886428833, 0.29716652631759644]	RELIGION
https://www.youtube.com/watch?v=79ogy1YNXtc	JazakAllah brother	[0.04400169849395752, 0.8280466794967651, 0.12795153260231018]	RELIGION
https://www.youtube.com/watch?v=7qIZ8mz9gXI	Their is no one in the masjad 😯	[0.42195960879325867, 0.5424437522888184, 0.03559660539031029]	RELIGION
https://www.youtube.com/watch?v=sid3Z4xm6uE	One thing I like to point that planet and graha as very different meaning .	[0.024179277941584587, 0.5355072021484375, 0.44031357765197754]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	Prophet Muhammad (pbuh) is the Kalki Avatar	[0.05178327113389969, 0.9222701191902161, 0.025946633890271187]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	Prophet Muhammad (pbuh) is the Kalki Avatar, Compare the vedas and quran and know the truth !	[0.1292882263660431, 0.822666585445404, 0.04804515466094017]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	So the Human Civilisation on this planet is around 40,00,000 years old?? Isn't that a weird Analogy? ...... just my personal curiosity (in seriousness)	[0.36244532465934753, 0.5571715831756592, 0.08038310706615448]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	Every religion has one messiah strategically put by institution so we believe in their story. Basically, trying to find meaning and understand what's inevitable..... Nothing	[0.3757038414478302, 0.5692793726921082, 0.05501670762896538]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	In East and Southeast Asia Shambhala is known as Shangrila.	[0.05478736385703087, 0.9209082722663879, 0.02430443838238716]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	Don't spread wrong information its already predicted that kalki bhagwan will take birth in 2032 In Madhya Pradesh ( India ) so we are already living in the end era of kaliyug....... There will be war in whole world around 2050 and kalki warrior will be leading Bharat to save the culture and Dharam	[0.3747376501560211, 0.5667978525161743, 0.058464549481868744]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	All those saying they have to see god See them in yourself ,your phone, even in dust God is in every atom So don't care about evils care about those who are turning evils Cuz humanity still exists	[0.15100383758544922, 0.6144614815711975, 0.23453468084335327]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	I AM A KALKI AVATAR	[0.1174626424908638, 0.7571076154708862, 0.1254296451807022]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	The Avatar of gods never realised who they were truly untill sages wrote abt them. Maybe a god or a messiah is hiding in you just try to see it.	[0.41472771763801575, 0.5518101453781128, 0.03346223756670952]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	His name will not be Kalki Because If anyone borns with name Kalki All people will start to worship him from very childhood And kali is ending	[0.3750320076942444, 0.5494698286056519, 0.07549810409545898]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	Are Kali and Satan same??	[0.3031534254550934, 0.6813235282897949, 0.015523066744208336]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	There is only one god, his name is paramatma in nirakar form, my beloved krishna in sakar form in golok dham....thats it....no any other knowledge we need	[0.03944319486618042, 0.5609455704689026, 0.39961114525794983]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	The oldest religion or sanathan dharma which spread knowledge and culture... the oldest in the world!	[0.007949341088533401, 0.549447238445282, 0.44260331988334656]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	"What about ""imam mhedi""?"	[0.1222052052617073, 0.847514271736145, 0.03028053790330887]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	Gaitonde was right.. 21 din hai aapke pas. Bacha sakte ho to bacha lo apne desh ko.. Sala ab to sach me lagta hai.. GAITONDE ichh bhagwan hai...🤣🤣🤣🤣	[0.20926491916179657, 0.6249579191207886, 0.16577716171741486]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	Is MODI Kalki?😳😳😳	[0.2634526491165161, 0.6952365636825562, 0.041310783475637436]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	Kaliyoug total time period is 4lakh 32 thousand years but it is so correct it will reduce to only 5 thousand years because of sin So near about last of this decade the youg may finish and it also written in Malika by Achyuta Nanda You can see the possibilities and yes the WW3 going to be in between INDIA AND CHINA according to Malika	[0.034663278609514236, 0.576970636844635, 0.38836610317230225]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	Kalki is already here he is in cebu city..... the time was bent....	[0.08117567747831345, 0.7779384255409241, 0.1408858746290207]	RELIGION
https://www.youtube.com/watch?v=Kd2EOfWTHBk	A complicated explanation for a simple concept. Hinduism is the liberation from all lowly attachments including Time. Ignorant people may argue, but i've traveled innumerable times in future. Everyone has that sleeping ability.	[0.11851814389228821, 0.6311529278755188, 0.250328928232193]	RELIGION
https://www.youtube.com/watch?v=Kd2EOfWTHBk	Even science believe there is someone beyond creation and beyond time like someone and we say God	[0.02610054239630699, 0.6847452521324158, 0.28915420174598694]	RELIGION
https://www.youtube.com/watch?v=P596EkLY_9U	Use of chariots ,weapons etc cannot be done in 3100 bc , indus valley civilization was there but still we cannot decode any of their language nor we have found any weapons during their excavation. My guess is mahabharat and ramayan were kind of stage shows organised by kings in 1000 to 500 bc ( thats why they are still perfomed today as a show in ramlila) later it became a legend.	[0.37926724553108215, 0.554637610912323, 0.06609518826007843]	RELIGION
https://www.youtube.com/watch?v=P596EkLY_9U	it's a story	[0.1002841666340828, 0.7394190430641174, 0.16029685735702515]	RELIGION
https://www.youtube.com/watch?v=P596EkLY_9U	"It's not ""Kaliyuga"" it's Kalyug"	[0.2954061031341553, 0.669267475605011, 0.03532644361257553]	RELIGION
https://www.youtube.com/watch?v=P596EkLY_9U	Today's 2020 AC is Kaliyuga's 5122 nd year. When Yudhishthir (the Jyeshtha Kuntiputra) was coroneted on Indraprastha, that was a first day of Kaliyuga. Total years of Kaliyuga 4,32,000 years. That means 4,26,878 years are still remain for the end of Kaliyuga. After ending of Kaliyuga, the earth get destroy fully.	[0.2703474164009094, 0.6811360120773315, 0.04851659759879112]	RELIGION
https://www.youtube.com/watch?v=IcJO3LDrWQQ	Allah SWT has directly given us 100 instructions through Al Quran 1) Do not be rude in speech (3:159) 2) Restrain Anger (3:134) 3) Be good to others (4:36) 4) Do not be arrogant (7:13) 5) Forgive others for their mistakes (7:199) 6) Speak to people mildly (20:44) 7) Lower your voice (31:19) 8) Do not ridicule others (49:11) 9) Be dutiful to parents (17:23) 10) Do not say a word of disrespect to parents (17:23) 11) Do not enter parents private room without asking permission (24:58) 12) Write down the debt (2:282) 13) Do not follow anyone blindly (2:170) 14) Grant more time to repay if the debtor is in hard time (2:280) 15) Dont consume interest (2:275) 16) Do not engage in bribery (2:188) 17) Do not break the promise (2:177) 18) Keep the trust (2:283) 19) Do not mix the truth with falsehood (2:42) 20) Judge with justice between people (4:58) 21) Stand out firmly for justice (4:135) 22) Wealth of the dead should be distributed among his family members (4:7) 23) Women also have the right for inheritance (4:7) 24) Do not devour the property of orphans (4:10) 25) Protect orphans (2:220) 26) Do not consume one another's wealth unjustly (4:29) 27) Try for settlement between people (49:9) 28) Avoid suspicion (49:12) 29) Do not spy and backbite (2:283) 30) Do not spy or backbite (49:12) 31) Spend wealth in charity (57:7) 32) Encourage feeding poor (107:3) 33) Help those in need by finding them (2:273) 34) Do not spend money extravagantly (17:29) 35) Do not invalidate charity with reminders (2:264) 36) Honor guests (51:26) 37) Order righteousness to people only after practicing it yourself (2:44) 38) Do not commit abuse on the earth (2:60) 39) Do not prevent people from mosques (2:114) 40) Fight only with those who fight you (2:190) 41) Keep the etiquettes of war (2:191) 42) Do not turn back in battle (8:15) 43) No compulsion in religion (2:256) 44) Believe in all prophets (2:285) 45) Do not have sexual intercourse during menstrual period (2:222) 46) Breast feed your children for two complete years (2:233) 47) Do not even approach unlawful sexual intercourse (17:32) 48) Choose rulers by their merit (2:247) 49) Do not burden a person beyond his scope (2:286) 50) Do not become divided (3:103) 51) Think deeply about the wonders and creation of this universe (3:191) 52) Men and Women have equal rewards for their deeds (3:195) 53) Do not marry those in your blood relation (4:23) 54) Family should be led by men (4:34) 55) Do not be miserly (4:37) 56) Do not keep envy (4:54) 57) Do not kill each other (4:92) 58) Do not be an advocate for deceit (4:105) 59) Do not cooperate in sin and aggression (5:2) 60) Cooperate in righteousness (5:2) 61) 'Having majority' is not a criteria of truth (6:116) 62) Be just (5:8) 63) Punish for crimes in an exemplary way (5:38) 64) Strive against sinful and unlawful acts (5:63) 65) Dead animals, blood, the flesh of swine are Prohibited (5:3) 66) Avoid intoxicants and alcohol (5:90) 67) Do not gamble (5:90) 68) Do not insult others deities (6:108) 69) Don't reduce weight or measure to cheat people (6:152) 70) Eat and Drink, But Be Not Excessive (7:31) 71) Wear good cloths during prayer times (7:31) 72) protect and help those who seek protection (9:6) 73) Keep Purity (9:108) 74) Never give up hope of Allah's Mercy (12:87) 75) Allah will forgive those who have done wrong out of ignorance (16:119) 76) Invitation to God should be with wisdom and good instruction (16:125) 77) No one will bear others sins (17:15) 78) Do not kill your children for fear of poverty (17:31) 79) Do not pursue that of which you have no knowledge (17:36) 80) Keep aloof from what is vain (23:3) 81) Do not enter others' houses without seeking permission (24:27) 82) Allah will provide security for those who believe only in Allah (24:55) 83) Walk on earth in humility (25:63) 84) Do not neglect your portion of this world (28:77) 85) Invoke not any other god along with Allah (28:88) 86) Do not engage in homosexuality (29:29) 87) Enjoin right, forbid wrong (31:17) 88) Do not walk in insolence through the earth (31:18) 89) Women should not display their finery (33:33) 90) Allah forgives all sins (39:53) 91) Do not despair of the mercy of Allah (39:53) 92) Repel evil by good (41:34) 93) Decide on affairs by consultation (42:38) 94) Most noble of you is the most righteous (49:13) 95) No Monasticism in religion (57:27) 96) Those who have knowledge will be given a higher degree by Allah (58:11) 97) Treat non-Muslims in a kind and fair manner (60:8) 98) Save yourself from covetousness (64:16) 99) Seek forgiveness of Allah. He is Forgiving and Merciful (73:20) 100) Do not repel one who asks (93:10) Let's share with others so we can all benefit from it.	[0.3190687894821167, 0.6135591268539429, 0.06737208366394043]	RELIGION
https://www.youtube.com/watch?v=IcJO3LDrWQQ	Can you pray for my mother that cancer has not come back and that she can recover from illnesses. jazakAllahu khairan broders and sisters	[0.042315173894166946, 0.5741670727729797, 0.38351771235466003]	RELIGION
https://www.youtube.com/watch?v=jpDIZVernJw	Just asked Allah s.w.t. in Asr prayer to guide me and answer me for everything thats going on in my life right now. Opened YT and saw this video. Def a sign🤲🏻	[0.01160210557281971, 0.5644862651824951, 0.4239116311073303]	RELIGION
https://www.youtube.com/watch?v=J0ISq5AlKdo	Everyone who is watching May Allah guide you I've created a small project to make Quran videos with English translation while being in quarantine. May Allah guide you	[0.02206571400165558, 0.5894662737846375, 0.38846805691719055]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	"Next watch ""Mandaeism: The Last Gnostic Religion?"": https://www.youtube.com/watch?v=DMx_JKJbvJI&feature=youtu.be"	[0.12577277421951294, 0.840822160243988, 0.0334051251411438]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	When Jesus spoke to his apostilles every story repeated by them would be different but similar. Example. Tell a story to a group of people. In fifteen minutes ask them to repeat the story told to them. Each will tell you a story. Each wants his story to be heard . Maybe better than the others. The apostilles were men. Each I'm sure told the Lord's story as they understand it. But similarly not the same. Thomas told the words he heard from Jesus as he heard them. They were bland to those who read it. Even as the words of Jesus they were not as lustrous as others. He simply got set aside.	[0.17561782896518707, 0.6604090332984924, 0.16397319734096527]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	Why is the revelations IN the bible? It's obviously Arab. Jesus even says by your works you ARE judged. Revelations is Islam.	[0.4116821587085724, 0.561284065246582, 0.027033725753426552]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	What you're not taking into account is the original four gospels were eyewitness accounts.	[0.3750646412372589, 0.606694757938385, 0.018240561708807945]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	The Gospel of Thomas was taken out because it tells a different take of Jesus. Different then what the one the Church has painted of him. Because when they took it out, they also edited the Bible, edited it just enough to make us believe it is something different and Jesus was something else.	[0.419563353061676, 0.5335434079170227, 0.04689322039484978]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	1:00 Erm . . . couldn't we say that about the regular bible as well?	[0.14951302111148834, 0.7950215339660645, 0.0554654523730278]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	I believe that the Gospel of Thomas is real, and that the early church cut it off from being added because it contradicts what the church wants us to believe.	[0.37560272216796875, 0.5776335000991821, 0.04676377773284912]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	Presentation is like watching a market lady selling vegetables	[0.3017584979534149, 0.615368664264679, 0.08287283033132553]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	Also let me know if there are any scientific facts stated in the New Testament. Thank you.	[0.015301107428967953, 0.7403355240821838, 0.24436341226100922]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	their is nothing difficult here. thomas followed jesus around and wrote down what he said, like a secretary, no embellishment, scene setting, or long winded interpretations. just the facts for those who have ears and eyes. not much political capital in that..	[0.12561450898647308, 0.6884328126907349, 0.18595267832279205]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	Every one be Doubting Thomas!	[0.2239694446325302, 0.675757646560669, 0.10027295351028442]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	Slow down. Speak steadily. Breath. Become more credible.	[0.08449647575616837, 0.6053299903869629, 0.31017348170280457]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	e 4 gospels are popular because they are continuously being modified after modified to suit e own personal needs, not pondering over it.....Na'uzubillah	[0.036999400705099106, 0.5099018216133118, 0.453098863363266]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	Historical Jesus? That's like saying the Historical Batman. Ha!	[0.24803806841373444, 0.6367021203041077, 0.1152597963809967]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	READ THE GOSPEL OF BARNABAS	[0.10866769403219223, 0.8234504461288452, 0.06788195669651031]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	"Because this book is BS Thomas - 114 : ""Simon Peter said to them, Make Mary leave us, for females don't deserve life. Jesus said, Look, I will guide her to make her male, so that she too may become a living spirit resembling you males. For every female who makes herself male will enter the domain of Heaven."""	[0.1798819750547409, 0.7195455431938171, 0.10057247430086136]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	I haven’t bothered watching the associated vide. By 410 AD, after decades of research and discernment, the canon of scripture was finally and fully assented to by The Church. The final chapter of the final book of the Bible contains a warning that’s worth consideration.	[0.09859964996576309, 0.6758374571800232, 0.2255629003047943]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	He left out the earliest anti-gnostic Christian writer. Read Iraneus' Against Heresies, in which he details gnostic beliefs and precisely why they are false in light of Holy Scripture. Thomas was one of the early gnostic writings from when much of their mythology was still undeveloped, but it IS a gnostic text. The reason it was left out of Scripture is not because it was unpopular, but because the Christian churches copied and kept only writings known to have been written by an Apostle or a close associate thereof. For example, Matthew and John were both Apostles, Mark was a close protégé of Simon Peter, and Luke was a protégé of both Peter and Paul. Antilegomina texts were not known to be apostolic, but were overtly Christian. Thomas and other gnostic writings were never even candidates for inclusion in the Cannon. Also, given that gnostic mythology was so highly developed by Iraneus' day, gnosticism must have started pretty early in the 2nd century. However, an informed reading of John's Gospel and his first epistle will perceive an effort in his part to refute proto-gnostic heresies that had just started to become popular and infiltrate the fringes of the Christian church.	[0.18424978852272034, 0.7330787181854248, 0.0826714038848877]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	What I took from the Gospel of Thomas was Thomas might have not been a person of writing skill. He was basically just writing what he remembered said. I judge the writings not in the Canon as to who it glorifies. Matthew 12:30.	[0.2609969973564148, 0.6873716115951538, 0.051631342619657516]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	so i guess, its best to travel back in time to when Jesus walked the earth, interview Him, come back here and post the video on youtube.....	[0.03524872288107872, 0.7718137502670288, 0.19293755292892456]	RELIGION
https://www.youtube.com/watch?v=fDG5U0inNlE	The Talmud officially denouncing Jesus was probably a turning point. Not sure when that was added though.	[0.14457476139068604, 0.7355191111564636, 0.11990596354007721]	RELIGION
https://www.youtube.com/watch?v=fDG5U0inNlE	Christianity and Judaism is most definitely one religion. We see certain differences and perceive a separation between them but these are only temporary. Our faiths will be reunited one day	[0.037467505782842636, 0.6318666934967041, 0.33066582679748535]	RELIGION
https://www.youtube.com/watch?v=fDG5U0inNlE	Shorter answer: When the Jews rejected Jesus as the Messiah.	[0.4333133399486542, 0.5507354140281677, 0.01595127582550049]	RELIGION
https://www.youtube.com/watch?v=fDG5U0inNlE	"Question is, why the references to ""the Jews"" in the NT? Was it because the separation of the two communities was wider when the Gospels were finally solidified?"	[0.26673996448516846, 0.7049754858016968, 0.028284572064876556]	RELIGION
https://www.youtube.com/watch?v=fDG5U0inNlE	I'd also add that a lot of the early Christian sects you talk about wouldn't be (easily) recognised by modern Christians as fellow Christians.	[0.40185341238975525, 0.5704085826873779, 0.027738049626350403]	RELIGION
https://www.youtube.com/watch?v=fDG5U0inNlE	"Throughout scripture it is made clear that when the writers of the new testament use the word jew to describe somebody as to where they stand in there beliefs, they are saying they hold to Judaism. The apostles though being Jews, after the resurrection and being filled with the spirit identified themselves as believer rather then Jews. In Gal. 2:14 Paul said this to Peter "" But when I saw that they walked not uprightly according to the truth of the gospel, I said unto Peter before them all, If thou, being a Jew, livest after the manner of Gentiles, and not as do the Jews, why compellest thou the Gentiles to live as do the Jews?"" Peter got caught up worrying about what the Judaizers would think rather then the truth of the gospel, And Paul had to rebuke him. Paul is saying to Peter, Though you are a Jew nationally, You are set free in Christ to live unto Him, Yet because you are afraid of what the Jew will think, you compromise the truth."	[0.34741201996803284, 0.6171281337738037, 0.03545987233519554]	RELIGION
https://www.youtube.com/watch?v=fDG5U0inNlE	I have always considered when Paul writes about the Jews rejection of Jesus as Messiah as that pretty much being the demarcation line and division.Follow up related scriptures form a outline for doctrinal teachings, yes during the time of Pauline writings.What say ye, Andrew?Oh, also one need only look up at the cross as that divisive moment in History...	[0.33034181594848633, 0.6255934834480286, 0.04406469687819481]	RELIGION
https://www.youtube.com/watch?v=AT8bLaomvq0	H.A.D.DOUKEN	[0.12582816183567047, 0.7530760169029236, 0.12109582126140594]	RELIGION
https://www.youtube.com/watch?v=AT8bLaomvq0	I love your videos and have great respect for your research. The HADD hypothesis sounds completely wrong to me. I like your comment about religion being social obligation but thought one of your older videos argued against this? It seems some of the oldest belief systems had to do with life after death. Many of us believe we have had contact with the Other Side through the deaths of loved ones. I had a profound experience in this regard, became very religious (Christian) and I have been a strong influence on friends seeking religion. That said, I had a deep spiritual crisis last year and dug ever deeper into religious history, etc. I feel I get greater understanding by listening to rabbis. One of them described knowledge and faith in G-d comes from humans contemplating, basically, infinity and the intensity of knowing that there is something very big, powerful and knowledgeable beyond us and our understanding. This rabbi also defined the Garden of Eden as describing human spirits in a sort of pre-existence, seeking knowledge which was a good thing in this telling. (I do not know if these are Kabbalistic beliefs or regular Judaism.) Some recent research has suggested that some ¨gods¨, for instance Greek gods, may have been actual people. While I do not agree with everything Graham Hancock puts forth, I think he has a strong point that humanity has basic amnesia with only slight and fabled memories, of a tremendous cataclysm in the past. He suggests comet strikes on the earth causing a rapid meltdown of the last ice age which brought on global floods. Perhaps part of religion is humanity trying to remember, some 12,000 years later, an un-explainable something that nearly wiped out life on earth. Finally, there are oddballs like me who have neurological conditions that cause us to have experiences with altered consciousness. My personal issue is chronic migraine and it causes me to occasionally see shadow people or animals. I know they do not exist but if I did, perhaps I would think to start my own religion. While understanding none of that is real. I DID have an out of body experience where I saw an event happening. I can actually prove this one but do not want to give the details here. I am not being coy. There is an ongoing criminal investigation. After that original experience, I occasionally have psychic experiences and know things before they happen. There seems to be an interconnectedness in the universe, in this dimension and perhaps in and to others. I believe the ancients and up to primitive societies of today, can feel and sense this thing to which quantum physics points but of which most of us have no understanding.	[0.3348624110221863, 0.5118960738182068, 0.15324150025844574]	RELIGION
https://www.youtube.com/watch?v=AT8bLaomvq0	Is it possible that in the past someone said to themselves it might be a better gig to explain how things got to be the way they are instead of actually physically working?	[0.31930863857269287, 0.6072443127632141, 0.07344716787338257]	RELIGION
